,src,trg,time
16725,454,950,1084125294
16726,950,454,1084125378
16727,781,721,1084125463
16728,940,32,1084125551
16729,923,721,1084125570
16730,830,454,1084125594
16731,454,950,1084125667
16732,454,830,1084125710
16733,950,454,1084125742
16734,928,884,1084125745
16735,454,950,1084125772
16736,859,400,1084125890
16737,32,940,1084125896
16738,950,454,1084125907
16739,859,733,1084125922
16740,884,928,1084125965
16741,626,681,1084125966
16742,19,859,1084125981
16743,859,551,1084125989
16744,42,952,1084125989
16745,376,687,1084126014
16746,625,437,1084126021
16747,454,950,1084126063
16748,42,794,1084126071
16749,19,859,1084126093
16750,19,859,1084126115
16751,626,915,1084126142
16752,19,711,1084126421
16753,950,454,1084126427
16754,36,940,1084126472
16755,454,950,1084126535
16756,950,454,1084126574
16757,19,711,1084126589
16758,36,189,1084126599
16759,454,950,1084126619
16760,599,770,1084126628
16761,928,884,1084126629
16762,770,599,1084126716
16763,704,140,1084126718
16764,19,859,1084126857
16765,19,711,1084126895
16766,725,928,1084126964
16767,425,765,1084127001
16768,884,928,1084127176
16769,928,334,1084127271
16770,679,949,1084127478
16771,859,626,1084127522
16772,498,874,1084127551
16773,765,425,1084127616
16774,194,498,1084127620
16775,194,355,1084127673
16776,194,283,1084127747
16777,599,770,1084127781
16778,194,621,1084127834
16779,599,289,1084127874
16780,194,42,1084127889
16781,928,884,1084127894
16782,194,296,1084127923
16783,19,654,1084127964
16784,770,599,1084127972
16785,289,599,1084127996
16786,334,928,1084128005
16787,928,334,1084128068
16788,19,859,1084128075
16789,334,928,1084128129
16790,194,928,1084128158
16791,194,97,1084128217
16792,928,334,1084128343
16793,334,928,1084128390
16794,949,199,1084128431
16795,626,859,1084128446
16796,884,928,1084128477
16797,599,770,1084128482
16798,334,194,1084128490
16799,928,334,1084128492
16800,599,289,1084128504
16801,88,952,1084128544
16802,334,928,1084128552
16803,334,928,1084128556
16804,770,599,1084128557
16805,289,599,1084128581
16806,949,679,1084128613
16807,928,194,1084128616
16808,42,961,1084128631
16809,19,654,1084128738
16810,928,334,1084128747
16811,460,934,1084128798
16812,194,334,1084128798
16813,725,928,1084128817
16814,334,928,1084128844
16815,194,928,1084128870
16816,334,194,1084128905
16817,801,768,1084128919
16818,721,777,1084128928
16819,721,923,1084128948
16820,194,334,1084128979
16821,334,194,1084128996
16822,599,289,1084129024
16823,599,770,1084129053
16824,289,599,1084129107
16825,770,599,1084129125
16826,928,334,1084129151
16827,334,928,1084129188
16828,599,289,1084129264
16829,67,460,1084129265
16830,19,654,1084129271
16831,599,770,1084129295
16832,67,721,1084129334
16833,721,781,1084129345
16834,770,599,1084129396
16835,498,194,1084129457
16836,67,721,1084129479
16837,289,599,1084129498
16838,770,194,1084129605
16839,679,949,1084129680
16840,928,334,1084129681
16841,687,950,1084129774
16842,194,498,1084129794
16843,67,679,1084129820
16844,934,460,1084129829
16845,194,770,1084129853
16846,934,460,1084129857
16847,928,194,1084129874
16848,67,928,1084129882
16849,194,498,1084129904
16850,67,536,1084129952
16851,679,949,1084129997
16852,770,194,1084130042
16853,67,679,1084130064
16854,498,194,1084130068
16855,277,194,1084130074
16856,194,770,1084130118
16857,194,498,1084130157
16858,599,770,1084130171
16859,42,801,1084130186
16860,928,67,1084130204
16861,67,679,1084130214
16862,42,176,1084130237
16863,194,498,1084130248
16864,638,939,1084130262
16865,638,520,1084130286
16866,770,194,1084130291
16867,67,928,1084130297
16868,770,599,1084130328
16869,42,928,1084130336
16870,63,103,1084130425
16871,962,616,1084130434
16872,176,42,1084130435
16873,962,616,1084130454
16874,63,242,1084130483
16875,482,901,1084130488
16876,242,297,1084130489
16877,63,963,1084130525
16878,492,835,1084130526
16879,928,42,1084130548
16880,498,194,1084130582
16881,242,63,1084130591
16882,63,242,1084130737
16883,814,928,1084130779
16884,103,63,1084130823
16885,194,498,1084130826
16886,942,72,1084130837
16887,830,454,1084130888
16888,296,355,1084130892
16889,942,454,1084130923
16890,296,194,1084130933
16891,277,194,1084130988
16892,67,679,1084130998
16893,242,63,1084131017
16894,599,770,1084131024
16895,63,103,1084131028
16896,297,242,1084131058
16897,63,242,1084131065
16898,103,63,1084131084
16899,63,103,1084131108
16900,770,599,1084131135
16901,950,687,1084131161
16902,928,814,1084131179
16903,498,194,1084131181
16904,103,63,1084131241
16905,63,103,1084131283
16906,928,884,1084131284
16907,132,42,1084131297
16908,725,928,1084131305
16909,277,770,1084131340
16910,277,884,1084131355
16911,103,63,1084131386
16912,277,830,1084131405
16913,949,679,1084131445
16914,103,63,1084131447
16915,277,271,1084131460
16916,63,103,1084131488
16917,63,103,1084131499
16918,679,949,1084131525
16919,72,942,1084131537
16920,242,63,1084131549
16921,63,242,1084131570
16922,67,679,1084131605
16923,242,297,1084131609
16924,277,770,1084131626
16925,242,63,1084131637
16926,402,400,1084131641
16927,277,830,1084131676
16928,63,242,1084131700
16929,276,924,1084131738
16930,297,242,1084131784
16931,277,770,1084131807
16932,599,770,1084131819
16933,242,297,1084131836
16934,770,599,1084131844
16935,63,949,1084131920
16936,242,63,1084131942
16937,63,242,1084131975
16938,851,679,1084131979
16939,297,242,1084132001
16940,67,212,1084132004
16941,277,770,1084132014
16942,375,32,1084132048
16943,67,679,1084132056
16944,851,787,1084132065
16945,63,193,1084132073
16946,454,830,1084132129
16947,924,768,1084132133
16948,242,297,1084132141
16949,193,63,1084132196
16950,375,68,1084132203
16951,949,679,1084132218
16952,242,63,1084132228
16953,851,679,1084132263
16954,193,63,1084132264
16955,63,242,1084132267
16956,949,63,1084132268
16957,103,938,1084132300
16958,297,242,1084132309
16959,193,63,1084132318
16960,63,949,1084132325
16961,277,770,1084132342
16962,679,949,1084132360
16963,103,402,1084132364
16964,242,297,1084132391
16965,193,63,1084132416
16966,242,63,1084132430
16967,193,63,1084132443
16968,940,598,1084132454
16969,830,454,1084132466
16970,569,949,1084132479
16971,297,242,1084132485
16972,193,302,1084132548
16973,454,830,1084132549
16974,242,297,1084132565
16975,193,63,1084132588
16976,940,536,1084132611
16977,949,63,1084132632
16978,638,964,1084132634
16979,277,830,1084132638
16980,263,132,1084132662
16981,536,940,1084132670
16982,297,242,1084132702
16983,277,770,1084132764
16984,940,536,1084132813
16985,942,454,1084132842
16986,569,949,1084132902
16987,423,675,1084132902
16988,725,928,1084132928
16989,402,103,1084132932
16990,536,940,1084132941
16991,942,646,1084132974
16992,242,297,1084132994
16993,277,770,1084133021
16994,940,536,1084133049
16995,103,402,1084133060
16996,297,242,1084133084
16997,964,638,1084133111
16998,242,297,1084133128
16999,103,617,1084133156
17000,942,454,1084133172
17001,277,770,1084133180
17002,638,964,1084133207
17003,617,73,1084133214
17004,536,940,1084133243
17005,940,536,1084133274
17006,297,242,1084133279
17007,454,942,1084133292
17008,926,941,1084133296
17009,942,454,1084133340
17010,926,557,1084133363
17011,928,94,1084133389
17012,617,734,1084133398
17013,454,942,1084133400
17014,242,297,1084133401
17015,679,949,1084133405
17016,303,840,1084133420
17017,940,454,1084133479
17018,940,454,1084133502
17019,926,325,1084133524
17020,638,964,1084133545
17021,277,770,1084133559
17022,940,708,1084133605
17023,454,940,1084133621
17024,94,928,1084133624
17025,536,940,1084133625
17026,708,940,1084133648
17027,297,242,1084133652
17028,924,68,1084133665
17029,242,256,1084133677
17030,924,68,1084133680
17031,940,454,1084133747
17032,242,297,1084133749
17033,940,536,1084133763
17034,940,708,1084133781
17035,277,770,1084133796
17036,840,303,1084133835
17037,454,940,1084133848
17038,536,940,1084133931
17039,297,242,1084133998
17040,498,840,1084134068
17041,942,454,1084134100
17042,256,498,1084134137
17043,687,950,1084134141
17044,242,297,1084134192
17045,777,721,1084134198
17046,928,725,1084134259
17047,19,654,1084134314
17048,498,256,1084134329
17049,454,942,1084134349
17050,97,194,1084134354
17051,19,924,1084134469
17052,132,263,1084134520
17053,277,770,1084134520
17054,725,928,1084134592
17055,103,840,1084134644
17056,297,242,1084134651
17057,103,256,1084134688
17058,583,557,1084134827
17059,242,297,1084134845
17060,297,242,1084134963
17061,53,250,1084135085
17062,239,950,1084135167
17063,263,132,1084135178
17064,19,711,1084135200
17065,940,536,1084135204
17066,239,950,1084135218
17067,728,617,1084135231
17068,950,687,1084135238
17069,378,644,1084135241
17070,725,840,1084135301
17071,303,840,1084135341
17072,734,617,1084135347
17073,950,840,1084135432
17074,239,950,1084135436
17075,884,928,1084135437
17076,536,940,1084135460
17077,728,607,1084135482
17078,498,495,1084135609
17079,840,725,1084135643
17080,840,950,1084135656
17081,950,840,1084135699
17082,800,765,1084135781
17083,132,263,1084135846
17084,263,132,1084135987
17085,19,654,1084135995
17086,840,536,1084136089
17087,809,573,1084136152
17088,940,536,1084136162
17089,402,103,1084136216
17090,19,654,1084136247
17091,809,830,1084136254
17092,520,964,1084136424
17093,334,840,1084136445
17094,840,334,1084136502
17095,725,840,1084136548
17096,770,840,1084136586
17097,809,884,1084136586
17098,953,27,1084136609
17099,770,256,1084136626
17100,953,588,1084136644
17101,840,725,1084136652
17102,953,840,1084136671
17103,619,194,1084136723
17104,853,103,1084136740
17105,619,389,1084136741
17106,928,965,1084136745
17107,619,784,1084136772
17108,619,194,1084136783
17109,840,352,1084136799
17110,194,619,1084136818
17111,809,884,1084136835
17112,928,884,1084136839
17113,619,194,1084136845
17114,928,725,1084136850
17115,770,277,1084136856
17116,965,928,1084136906
17117,619,194,1084136909
17118,913,462,1084136915
17119,826,913,1084136922
17120,619,194,1084136928
17121,913,242,1084136938
17122,194,619,1084136969
17123,334,840,1084136980
17124,913,884,1084136983
17125,940,52,1084136990
17126,619,194,1084137005
17127,277,770,1084137033
17128,913,950,1084137043
17129,913,41,1084137072
17130,725,840,1084137077
17131,708,940,1084137087
17132,194,619,1084137094
17133,940,151,1084137103
17134,928,965,1084137157
17135,573,840,1084137190
17136,950,913,1084137191
17137,498,393,1084137205
17138,940,274,1084137234
17139,884,913,1084137250
17140,770,277,1084137277
17141,966,697,1084137280
17142,725,928,1084137280
17143,809,884,1084137291
17144,913,950,1084137302
17145,619,194,1084137308
17146,840,573,1084137311
17147,809,573,1084137347
17148,654,346,1084137377
17149,913,884,1084137383
17150,586,952,1084137409
17151,697,966,1084137412
17152,940,798,1084137434
17153,950,913,1084137435
17154,809,777,1084137446
17155,194,619,1084137450
17156,654,346,1084137470
17157,884,928,1084137474
17158,913,950,1084137492
17159,94,965,1084137500
17160,913,830,1084137509
17161,949,913,1084137518
17162,27,953,1084137533
17163,94,320,1084137538
17164,586,654,1084137549
17165,940,61,1084137580
17166,884,913,1084137613
17167,19,711,1084137613
17168,239,950,1084137637
17169,586,538,1084137648
17170,950,913,1084137650
17171,586,840,1084137699
17172,940,713,1084137717
17173,619,194,1084137727
17174,619,194,1084137771
17175,966,697,1084137802
17176,840,586,1084137879
17177,697,966,1084137880
17178,940,708,1084137883
17179,940,913,1084137950
17180,635,597,1084138002
17181,966,697,1084138048
17182,913,949,1084138200
17183,297,337,1084138222
17184,871,840,1084138230
17185,654,586,1084138245
17186,913,884,1084138268
17187,638,520,1084138270
17188,686,131,1084138278
17189,913,950,1084138290
17190,686,770,1084138295
17191,913,940,1084138310
17192,654,586,1084138313
17193,928,573,1084138317
17194,686,621,1084138350
17195,640,784,1084138367
17196,686,924,1084138394
17197,830,913,1084138399
17198,573,928,1084138428
17199,573,928,1084138440
17200,913,830,1084138449
17201,41,913,1084138455
17202,830,277,1084138465
17203,913,41,1084138481
17204,949,913,1084138483
17205,913,949,1084138500
17206,830,454,1084138506
17207,770,277,1084138507
17208,830,913,1084138511
17209,498,194,1084138517
17210,830,840,1084138570
17211,640,638,1084138583
17212,840,263,1084138591
17213,884,913,1084138629
17214,263,840,1084138634
17215,635,719,1084138716
17216,621,686,1084138716
17217,41,913,1084138727
17218,638,640,1084138801
17219,928,573,1084138854
17220,928,573,1084138863
17221,294,831,1084138886
17222,539,840,1084138909
17223,52,103,1084138990
17224,52,940,1084139008
17225,724,840,1084139009
17226,928,884,1084139014
17227,573,928,1084139024
17228,19,410,1084139080
17229,719,635,1084139119
17230,371,191,1084139148
17231,590,840,1084139175
17232,19,806,1084139194
17233,928,573,1084139234
17234,884,928,1084139249
17235,19,527,1084139305
17236,950,913,1084139458
17237,697,966,1084139488
17238,393,498,1084139590
17239,239,950,1084139653
17240,498,393,1084139690
17241,393,498,1084139777
17242,697,341,1084139787
17243,681,388,1084139817
17244,388,681,1084140024
17245,681,388,1084140123
17246,239,950,1084140123
17247,965,94,1084140132
17248,498,393,1084140151
17249,950,239,1084140181
17250,393,498,1084140248
17251,63,242,1084140259
17252,777,297,1084140275
17253,63,193,1084140298
17254,63,949,1084140342
17255,103,967,1084140348
17256,809,771,1084140420
17257,193,63,1084140469
17258,809,884,1084140511
17259,239,950,1084140524
17260,396,378,1084140524
17261,372,396,1084140571
17262,840,724,1084140613
17263,840,539,1084140627
17264,840,590,1084140646
17265,561,308,1084140650
17266,968,78,1084140661
17267,32,957,1084140663
17268,254,277,1084140693
17269,809,830,1084140705
17270,561,103,1084140765
17271,277,254,1084140785
17272,561,727,1084140788
17273,297,777,1084140911
17274,770,44,1084140941
17275,679,72,1084140953
17276,68,375,1084140961
17277,516,194,1084140977
17278,74,379,1084141004
17279,68,599,1084141008
17280,967,103,1084141015
17281,68,924,1084141034
17282,346,345,1084141046
17283,74,840,1084141080
17284,72,679,1084141095
17285,194,516,1084141104
17286,103,967,1084141135
17287,454,830,1084141139
17288,68,840,1084141144
17289,561,103,1084141181
17290,53,953,1084141213
17291,781,721,1084141242
17292,809,830,1084141278
17293,795,913,1084141295
17294,704,605,1084141297
17295,654,346,1084141322
17296,966,697,1084141351
17297,212,199,1084141459
17298,679,72,1084141464
17299,561,956,1084141464
17300,801,42,1084141472
17301,704,617,1084141513
17302,830,454,1084141538
17303,928,884,1084141689
17304,928,725,1084141732
17305,199,212,1084141757
17306,396,372,1084141762
17307,389,242,1084141774
17308,834,708,1084141817
17309,389,830,1084141865
17310,32,654,1084141866
17311,725,928,1084141880
17312,389,619,1084141891
17313,809,830,1084141899
17314,41,928,1084141903
17315,176,928,1084141907
17316,389,41,1084141929
17317,654,32,1084141963
17318,389,498,1084141968
17319,654,32,1084141988
17320,68,952,1084142034
17321,830,389,1084142142
17322,498,389,1084142157
17323,498,393,1084142227
17324,928,41,1084142231
17325,928,176,1084142241
17326,389,830,1084142260
17327,967,279,1084142296
17328,967,279,1084142301
17329,967,279,1084142304
17330,389,498,1084142308
17331,823,309,1084142310
17332,967,279,1084142311
17333,176,928,1084142334
17334,142,244,1084142435
17335,720,787,1084142454
17336,928,725,1084142471
17337,925,826,1084142481
17338,36,189,1084142534
17339,928,176,1084142559
17340,830,389,1084142581
17341,19,525,1084142633
17342,823,498,1084142647
17343,199,569,1084142669
17344,679,306,1084142689
17345,809,830,1084142700
17346,498,389,1084142711
17347,32,654,1084142721
17348,176,928,1084142727
17349,36,940,1084142761
17350,594,765,1084142792
17351,594,882,1084142807
17352,73,617,1084142821
17353,823,915,1084142855
17354,679,341,1084142868
17355,586,840,1084142897
17356,683,67,1084142929
17357,41,389,1084142935
17358,498,823,1084142936
17359,41,928,1084142950
17360,447,400,1084142982
17361,586,654,1084143020
17362,834,168,1084143039
17363,586,654,1084143060
17364,569,199,1084143064
17365,212,741,1084143067
17366,61,940,1084143068
17367,823,400,1084143100
17368,325,859,1084143112
17369,599,68,1084143146
17370,364,509,1084143154
17371,809,884,1084143165
17372,725,928,1084143209
17373,809,830,1084143211
17374,364,532,1084143219
17375,68,599,1084143222
17376,36,834,1084143232
17377,283,853,1084143239
17378,823,498,1084143251
17379,586,815,1084143282
17380,283,297,1084143283
17381,801,313,1084143292
17382,835,492,1084143326
17383,151,940,1084143375
17384,586,969,1084143389
17385,283,194,1084143399
17386,498,823,1084143401
17387,599,68,1084143426
17388,36,940,1084143433
17389,27,970,1084143474
17390,809,830,1084143493
17391,36,834,1084143567
17392,777,297,1084143568
17393,840,74,1084143574
17394,36,19,1084143598
17395,840,586,1084143599
17396,950,815,1084143603
17397,823,498,1084143618
17398,297,283,1084143632
17399,492,835,1084143632
17400,758,741,1084143640
17401,950,341,1084143647
17402,492,835,1084143649
17403,725,952,1084143661
17404,725,952,1084143671
17405,181,967,1084143673
17406,297,777,1084143683
17407,492,835,1084143694
17408,36,19,1084143740
17409,212,199,1084143746
17410,809,830,1084143766
17411,652,27,1084143767
17412,777,297,1084143792
17413,809,482,1084143818
17414,297,777,1084143852
17415,777,840,1084143865
17416,586,840,1084143867
17417,950,823,1084143869
17418,940,151,1084143918
17419,181,454,1084143920
17420,777,297,1084143930
17421,283,277,1084143953
17422,835,492,1084143963
17423,277,283,1084144001
17424,283,277,1084144005
17425,492,835,1084144011
17426,277,283,1084144035
17427,809,830,1084144056
17428,212,303,1084144064
17429,492,835,1084144069
17430,782,536,1084144097
17431,36,940,1084144114
17432,823,950,1084144160
17433,809,482,1084144203
17434,871,783,1084144252
17435,277,41,1084144283
17436,199,569,1084144284
17437,297,777,1084144310
17438,341,950,1084144314
17439,199,212,1084144328
17440,950,823,1084144345
17441,950,341,1084144372
17442,823,950,1084144387
17443,204,181,1084144407
17444,341,950,1084144410
17445,495,498,1084144416
17446,814,913,1084144417
17447,27,652,1084144439
17448,204,498,1084144450
17449,777,297,1084144477
17450,277,823,1084144499
17451,871,277,1084144502
17452,871,495,1084144510
17453,652,27,1084144517
17454,950,823,1084144571
17455,871,277,1084144584
17456,950,341,1084144595
17457,840,777,1084144613
17458,809,830,1084144626
17459,27,652,1084144630
17460,725,697,1084144640
17461,777,277,1084144673
17462,652,27,1084144699
17463,823,277,1084144700
17464,277,777,1084144707
17465,823,950,1084144716
17466,871,277,1084144721
17467,928,41,1084144721
17468,782,483,1084144723
17469,9,142,1084144746
17470,277,823,1084144752
17471,9,142,1084144758
17472,928,176,1084144775
17473,9,626,1084144785
17474,950,823,1084144787
17475,72,679,1084144825
17476,9,788,1084144829
17477,823,277,1084144829
17478,871,277,1084144833
17479,777,277,1084144844
17480,27,652,1084144846
17481,9,177,1084144848
17482,400,517,1084144853
17483,940,36,1084144860
17484,9,859,1084144871
17485,823,950,1084144875
17486,277,823,1084144887
17487,277,777,1084144904
17488,9,683,1084144906
17489,652,27,1084144909
17490,498,495,1084144911
17491,176,928,1084144944
17492,498,823,1084144968
17493,400,859,1084144972
17494,27,652,1084144972
17495,871,277,1084144977
17496,809,482,1084144978
17497,777,277,1084145012
17498,396,679,1084145014
17499,173,194,1084145021
17500,815,364,1084145022
17501,325,952,1084145023
17502,823,277,1084145032
17503,652,27,1084145042
17504,400,402,1084145049
17505,277,871,1084145054
17506,176,815,1084145063
17507,950,823,1084145064
17508,809,830,1084145066
17509,823,498,1084145070
17510,277,777,1084145076
17511,277,823,1084145118
17512,871,277,1084145140
17513,823,950,1084145145
17514,777,277,1084145155
17515,400,447,1084145156
17516,679,72,1084145159
17517,48,274,1084145170
17518,679,396,1084145184
17519,601,103,1084145190
17520,72,679,1084145199
17521,396,400,1084145204
17522,277,777,1084145208
17523,27,652,1084145218
17524,679,72,1084145230
17525,277,871,1084145231
17526,871,969,1084145232
17527,823,277,1084145253
17528,679,851,1084145254
17529,601,400,1084145256
17530,283,277,1084145266
17531,498,823,1084145277
17532,815,176,1084145280
17533,9,601,1084145308
17534,176,815,1084145321
17535,871,277,1084145324
17536,884,928,1084145344
17537,277,823,1084145345
17538,777,277,1084145355
17539,971,972,1084145364
17540,68,173,1084145394
17541,277,871,1084145395
17542,652,27,1084145410
17543,871,466,1084145414
17544,297,777,1084145416
17545,277,283,1084145423
17546,950,823,1084145426
17547,601,851,1084145427
17548,325,713,1084145430
17549,711,341,1084145434
17550,871,277,1084145440
17551,41,277,1084145445
17552,396,679,1084145455
17553,277,777,1084145458
17554,557,926,1084145468
17555,277,41,1084145470
17556,823,498,1084145478
17557,277,871,1084145479
17558,283,277,1084145505
17559,679,396,1084145511
17560,815,176,1084145512
17561,569,199,1084145515
17562,41,815,1084145521
17563,823,277,1084145526
17564,277,283,1084145540
17565,41,283,1084145541
17566,783,871,1084145549
17567,777,277,1084145550
17568,341,711,1084145562
17569,823,950,1084145571
17570,41,277,1084145578
17571,277,823,1084145583
17572,277,41,1084145597
17573,823,277,1084145611
17574,871,783,1084145614
17575,27,652,1084145624
17576,448,973,1084145628
17577,711,341,1084145651
17578,176,815,1084145652
17579,277,777,1084145671
17580,871,831,1084145686
17581,448,297,1084145688
17582,973,448,1084145709
17583,498,823,1084145715
17584,972,971,1084145724
17585,448,971,1084145730
17586,652,27,1084145742
17587,794,42,1084145756
17588,950,823,1084145758
17589,448,973,1084145769
17590,809,884,1084145776
17591,199,569,1084145796
17592,928,283,1084145816
17593,396,679,1084145817
17594,971,448,1084145825
17595,815,176,1084145830
17596,831,871,1084145834
17597,652,831,1084145840
17598,364,815,1084145848
17599,448,371,1084145855
17600,831,652,1084145863
17601,72,679,1084145871
17602,971,974,1084145877
17603,402,400,1084145878
17604,364,815,1084145885
17605,971,974,1084145889
17606,969,719,1084145890
17607,448,52,1084145903
17608,341,711,1084145904
17609,815,283,1084145908
17610,652,831,1084145928
17611,400,823,1084145939
17612,782,721,1084145947
17613,815,364,1084145949
17614,41,815,1084145953
17615,714,713,1084145954
17616,823,498,1084145957
17617,974,971,1084145960
17618,448,626,1084145984
17619,974,971,1084145985
17620,823,950,1084145998
17621,973,448,1084146004
17622,569,199,1084146010
17623,777,176,1084146023
17624,199,971,1084146039
17625,498,274,1084146050
17626,498,823,1084146079
17627,204,498,1084146083
17628,448,69,1084146089
17629,144,805,1084146091
17630,652,194,1084146094
17631,971,974,1084146095
17632,950,823,1084146103
17633,199,569,1084146104
17634,203,194,1084146119
17635,204,176,1084146125
17636,823,498,1084146129
17637,971,974,1084146131
17638,974,971,1084146138
17639,199,952,1084146141
17640,831,652,1084146145
17641,974,971,1084146151
17642,823,950,1084146157
17643,27,652,1084146175
17644,971,199,1084146177
17645,194,652,1084146212
17646,652,831,1084146224
17647,498,823,1084146239
17648,969,961,1084146246
17649,199,971,1084146256
17650,143,201,1084146257
17651,448,454,1084146263
17652,971,974,1084146265
17653,950,823,1084146267
17654,448,59,1084146289
17655,974,971,1084146291
17656,41,943,1084146299
17657,400,396,1084146299
17658,652,194,1084146306
17659,103,601,1084146309
17660,199,949,1084146325
17661,823,498,1084146328
17662,297,448,1084146330
17663,74,44,1084146358
17664,652,27,1084146358
17665,783,871,1084146384
17666,831,652,1084146401
17667,498,823,1084146402
17668,823,193,1084146404
17669,204,498,1084146409
17670,203,866,1084146421
17671,448,831,1084146437
17672,871,783,1084146444
17673,823,498,1084146452
17674,942,871,1084146466
17675,306,679,1084146470
17676,711,341,1084146472
17677,823,950,1084146489
17678,652,831,1084146518
17679,871,942,1084146519
17680,557,583,1084146524
17681,194,652,1084146541
17682,950,823,1084146552
17683,783,871,1084146556
17684,143,201,1084146558
17685,144,142,1084146561
17686,448,969,1084146575
17687,871,783,1084146586
17688,768,801,1084146594
17689,498,823,1084146601
17690,41,151,1084146606
17691,823,950,1084146609
17692,831,448,1084146610
17693,144,189,1084146616
17694,341,711,1084146622
17695,852,851,1084146640
17696,27,652,1084146641
17697,151,41,1084146661
17698,201,143,1084146662
17699,823,498,1084146669
17700,448,712,1084146669
17701,41,969,1084146670
17702,783,871,1084146671
17703,569,199,1084146675
17704,41,151,1084146681
17705,950,823,1084146692
17706,193,823,1084146699
17707,448,967,1084146708
17708,498,823,1084146715
17709,396,400,1084146729
17710,652,194,1084146758
17711,711,341,1084146764
17712,652,322,1084146783
17713,151,971,1084146786
17714,942,871,1084146793
17715,448,194,1084146794
17716,341,840,1084146796
17717,823,950,1084146804
17718,176,815,1084146839
17719,144,121,1084146839
17720,448,561,1084146846
17721,652,27,1084146851
17722,809,884,1084146873
17723,823,193,1084146878
17724,400,601,1084146887
17725,204,498,1084146894
17726,454,181,1084146909
17727,341,711,1084146911
17728,176,777,1084146912
17729,561,448,1084146936
17730,194,448,1084146951
17731,823,498,1084146960
17732,194,448,1084146969
17733,341,157,1084146985
17734,341,157,1084146989
17735,341,157,1084146994
17736,950,823,1084147017
17737,448,569,1084147044
17738,454,448,1084147048
17739,679,396,1084147066
17740,768,355,1084147068
17741,561,448,1084147077
17742,652,389,1084147086
17743,711,341,1084147105
17744,652,389,1084147109
17745,823,950,1084147116
17746,679,72,1084147117
17747,199,569,1084147119
17748,193,823,1084147145
17749,448,299,1084147159
17750,400,396,1084147168
17751,392,475,1084147183
17752,871,437,1084147194
17753,809,884,1084147201
17754,714,297,1084147207
17755,871,942,1084147208
17756,396,679,1084147213
17757,809,448,1084147214
17758,448,587,1084147219
17759,400,974,1084147224
17760,400,973,1084147237
17761,871,783,1084147239
17762,341,460,1084147257
17763,475,392,1084147272
17764,498,823,1084147276
17765,67,475,1084147276
17766,448,601,1084147312
17767,400,402,1084147320
17768,569,448,1084147354
17769,204,498,1084147358
17770,652,149,1084147364
17771,973,400,1084147379
17772,67,475,1084147443
17773,448,971,1084147479
17774,72,679,1084147491
17775,199,975,1084147514
17776,950,823,1084147516
17777,448,973,1084147516
17778,41,59,1084147529
17779,969,557,1084147545
17780,448,297,1084147555
17781,448,831,1084147583
17782,853,976,1084147584
17783,770,36,1084147591
17784,777,176,1084147614
17785,67,475,1084147617
17786,831,448,1084147625
17787,144,41,1084147633
17788,783,871,1084147658
17789,341,711,1084147699
17790,204,498,1084147708
17791,67,475,1084147713
17792,973,448,1084147721
17793,770,61,1084147724
17794,72,967,1084147724
17795,400,973,1084147747
17796,9,652,1084147768
17797,9,601,1084147784
17798,67,475,1084147798
17799,561,448,1084147814
17800,204,777,1084147852
17801,283,277,1084147856
17802,679,72,1084147899
17803,809,884,1084147912
17804,277,283,1084147917
17805,561,557,1084147917
17806,283,928,1084147925
17807,679,396,1084147926
17808,283,815,1084147938
17809,711,341,1084147948
17810,448,454,1084147954
17811,283,277,1084147980
17812,297,714,1084147983
17813,283,41,1084147991
17814,977,346,1084148002
17815,337,297,1084148012
17816,297,448,1084148035
17817,950,823,1084148046
17818,181,454,1084148048
17819,396,679,1084148064
17820,337,966,1084148073
17821,557,969,1084148080
17822,297,337,1084148111
17823,711,341,1084148112
17824,679,396,1084148121
17825,181,495,1084148156
17826,823,193,1084148159
17827,204,498,1084148166
17828,448,569,1084148175
17829,189,36,1084148176
17830,277,283,1084148179
17831,586,978,1084148185
17832,823,498,1084148205
17833,9,652,1084148207
17834,294,831,1084148212
17835,561,448,1084148224
17836,72,679,1084148230
17837,189,144,1084148232
17838,356,711,1084148238
17839,204,181,1084148245
17840,448,831,1084148255
17841,823,950,1084148270
17842,711,356,1084148281
17843,823,950,1084148285
17844,809,448,1084148314
17845,41,978,1084148326
17846,194,448,1084148330
17847,204,777,1084148344
17848,296,194,1084148356
17849,973,400,1084148362
17850,809,884,1084148362
17851,561,448,1084148379
17852,978,979,1084148387
17853,561,448,1084148428
17854,557,561,1084148442
17855,308,561,1084148484
17856,181,204,1084148486
17857,356,711,1084148486
17858,950,823,1084148533
17859,711,356,1084148538
17860,969,557,1084148545
17861,67,978,1084148565
17862,498,204,1084148566
17863,204,181,1084148567
17864,41,283,1084148571
17865,396,679,1084148631
17866,176,978,1084148663
17867,396,679,1084148670
17868,561,557,1084148670
17869,212,439,1084148673
17870,974,978,1084148675
17871,679,396,1084148681
17872,498,823,1084148718
17873,448,244,1084148747
17874,561,308,1084148764
17875,831,448,1084148780
17876,356,711,1084148781
17877,561,448,1084148801
17878,679,396,1084148802
17879,448,254,1084148808
17880,809,448,1084148833
17881,204,498,1084148838
17882,323,68,1084148855
17883,980,831,1084148864
17884,561,448,1084148868
17885,396,679,1084148878
17886,448,831,1084148879
17887,323,638,1084148889
17888,979,978,1084148891
17889,557,969,1084148928
17890,915,823,1084148928
