src,trg,time
11054,11065,1149661093.0
11535,14656,1149663007.0
15049,29399,1149663128.0
15881,14942,1149663281.0
617,616,1149665012.0
17680,3748,1149665634.0
3913,22719,1149665661.0
4182,21906,1149666151.0
8380,13121,1149666213.0
1439,8948,1149666241.0
22,1640,1149668028.0
1566,2922,1149668801.0
41896,27208,1149668817.0
13742,14994,1149670129.0
27891,28606,1149670667.0
10542,10538,1149671022.0
21906,4182,1149672454.0
4734,19186,1149673366.0
11664,5993,1149674564.0
29399,15049,1149674941.0
8118,8283,1149675177.0
25420,8855,1149675693.0
35234,14792,1149675879.0
8380,13121,1149676866.0
16878,1647,1149676962.0
13742,494,1149677033.0
1439,18494,1149677777.0
17268,5062,1149678055.0
21715,12294,1149678370.0
3625,3620,1149678520.0
26212,3879,1149678868.0
17893,13034,1149679080.0
3608,3620,1149679499.0
86,151,1149680271.0
13742,1570,1149680602.0
22063,11024,1149680988.0
7198,11882,1149681240.0
3620,3608,1149681791.0
3608,3620,1149682012.0
880,888,1149682327.0
1374,417,1149682569.0
5097,5060,1149683745.0
86,89,1149684579.0
866,260,1149685161.0
15008,15007,1149687972.0
17818,13286,1149689061.0
14966,14876,1149689332.0
9215,14096,1149690754.0
12517,4585,1149691426.0
2399,4600,1149691440.0
11228,2976,1149691892.0
8623,16173,1149692523.0
24358,15600,1149694996.0
18382,20101,1149695014.0
5428,7902,1149695445.0
8875,12740,1149711333.0
11228,7051,1149715429.0
12441,3430,1149716691.0
17818,21864,1149720841.0
6840,5204,1149720886.0
1209,7999,1149722316.0
8875,8197,1149722819.0
12581,1432,1149723290.0
11228,1440,1149725408.0
3465,1416,1149725997.0
20588,20745,1149726673.0
9762,9745,1149727344.0
10303,5915,1149728333.0
4251,265,1149728552.0
5064,11789,1149728652.0
2498,13103,1149728803.0
4679,4649,1149729719.0
5335,2128,1149730148.0
2701,5008,1149730255.0
8632,17246,1149730372.0
4349,7446,1149730740.0
5322,278,1149730815.0
12973,13004,1149731562.0
5064,3709,1149733280.0
5064,11702,1149733588.0
2120,243,1149733712.0
8756,13920,1149733732.0
22876,9769,1149734165.0
2701,5283,1149734237.0
5064,13495,1149734262.0
17817,9769,1149734287.0
3077,1764,1149734319.0
14994,9769,1149734341.0
5362,15953,1149734372.0
14618,9769,1149734536.0
2701,6778,1149734566.0
9152,9769,1149734689.0
14998,9769,1149734884.0
26136,22668,1149735985.0
123,22668,1149736276.0
13024,3178,1149736598.0
11228,7058,1149737668.0
24431,26136,1149737813.0
4836,5020,1149738254.0
11228,3588,1149738301.0
13024,3178,1149738559.0
11228,2977,1149738651.0
26136,24431,1149738806.0
14221,5410,1149739081.0
3588,7058,1149739747.0
24431,26136,1149741440.0
9703,5412,1149743192.0
2399,1082,1149743571.0
13024,3178,1149743611.0
13024,3178,1149743748.0
7320,8402,1149744626.0
16513,14656,1149744638.0
26136,22668,1149744675.0
23970,5434,1149745451.0
5322,1435,1149745569.0
9683,5032,1149746943.0
4615,5740,1149749351.0
4615,5740,1149749516.0
8875,8197,1149749811.0
2571,3137,1149751074.0
17818,13376,1149751483.0
2028,964,1149753420.0
14416,6298,1149754283.0
5915,10303,1149754698.0
5064,7507,1149754849.0
2701,10182,1149755048.0
9745,9769,1149755197.0
9389,8749,1149755760.0
8875,12740,1149756237.0
3557,3561,1149756779.0
8073,8292,1149761614.0
1811,2523,1149761764.0
5064,793,1149762463.0
2394,16424,1149764866.0
14656,29806,1149765979.0
26573,22371,1149766727.0
5985,2128,1149766768.0
5097,5060,1149767574.0
888,858,1149768294.0
9007,5283,1149768297.0
6691,494,1149769172.0
25775,16088,1149769578.0
17890,22876,1149769728.0
16088,25775,1149769798.0
18418,22876,1149769947.0
21980,9056,1149770312.0
3465,6635,1149770490.0
3715,5405,1149770873.0
6635,3465,1149770924.0
14478,14480,1149771139.0
86,89,1149771164.0
8624,3991,1149771355.0
14996,17890,1149771842.0
5064,7907,1149772090.0
3159,4483,1149772623.0
3455,8897,1149773455.0
591,4433,1149773575.0
3596,3714,1149773644.0
26136,24431,1149774550.0
9476,3097,1149774595.0
6720,7044,1149774621.0
12684,2780,1149775387.0
146,802,1149776133.0
5317,1204,1149776713.0
14081,16173,1149777814.0
9539,8376,1149779703.0
6391,4475,1149781770.0
5088,7578,1149786150.0
8087,415,1149786774.0
7118,14127,1149800115.0
1811,2502,1149805096.0
5754,1793,1149806506.0
1811,17816,1149809112.0
10303,5915,1149809939.0
6661,878,1149810329.0
4472,4473,1149810531.0
18146,6720,1149810613.0
8292,8073,1149812139.0
15942,10743,1149812392.0
4547,5993,1149812439.0
7973,13974,1149814321.0
3620,3625,1149814343.0
3608,3625,1149814426.0
5362,21522,1149815355.0
18903,13684,1149815659.0
18903,5891,1149817660.0
1928,8405,1149817684.0
8073,8292,1149819113.0
4977,1562,1149820419.0
7320,8402,1149821297.0
5054,8853,1149824158.0
3162,3151,1149824664.0
12441,3430,1149825768.0
15049,29399,1149826059.0
8875,4597,1149827212.0
2518,4522,1149829103.0
4597,8875,1149829767.0
15067,7734,1149830958.0
35234,14791,1149831751.0
14127,7118,1149832672.0
15028,20963,1149833789.0
6962,17605,1149834064.0
24043,17605,1149834283.0
3540,1514,1149834313.0
785,5057,1149835531.0
15309,8120,1149836896.0
3625,3620,1149837101.0
17392,14068,1149837870.0
9799,14068,1149838185.0
4220,13304,1149838911.0
16711,16290,1149840364.0
1207,15,1149840679.0
7118,17208,1149840830.0
9188,19449,1149841199.0
4220,13303,1149841553.0
6661,4792,1149841578.0
9799,6434,1149842051.0
5386,5377,1149843536.0
7323,888,1149845650.0
25196,9836,1149845891.0
7504,14961,1149850708.0
7504,14961,1149850709.0
5386,12653,1149851125.0
17605,24043,1149851457.0
21638,16273,1149851972.0
24043,17605,1149853323.0
2500,5283,1149853725.0
717,7781,1149854834.0
5385,403,1149854994.0
403,5385,1149855236.0
1770,5385,1149855310.0
17605,24043,1149856423.0
5898,4903,1149857080.0
7118,17207,1149857908.0
17949,8458,1149858970.0
16711,16290,1149859074.0
9476,3097,1149859120.0
4215,15518,1149860639.0
802,571,1149860893.0
23785,4795,1149861064.0
4699,8592,1149862055.0
8405,1913,1149862281.0
12441,2976,1149862444.0
20302,14312,1149863956.0
4699,10888,1149864614.0
5249,4498,1149865543.0
12740,4870,1149866275.0
183,2906,1149867267.0
14096,17246,1149868228.0
24043,17605,1149868666.0
24043,17605,1149869616.0
5386,5377,1149871301.0
591,1588,1149873815.0
3565,3563,1149885141.0
8405,1928,1149888628.0
94,2436,1149891794.0
4255,4249,1149892336.0
5658,5656,1149892903.0
1928,8405,1149893473.0
4031,5565,1149896475.0
4699,4701,1149896726.0
9836,1904,1149898184.0
866,899,1149899323.0
7192,5256,1149899398.0
7441,12639,1149899928.0
624,1838,1149901457.0
4699,5620,1149901847.0
1765,3404,1149903787.0
17890,14997,1149903820.0
5801,13907,1149906783.0
8875,4597,1149907017.0
3463,3467,1149907431.0
888,260,1149907702.0
9277,7298,1149909394.0
3404,1765,1149910144.0
16202,5256,1149911088.0
5647,5292,1149911330.0
17764,5121,1149912977.0
17764,5121,1149914100.0
591,4433,1149914727.0
5054,8853,1149915074.0
5385,1770,1149915917.0
2313,8410,1149918993.0
911,14601,1149919235.0
1928,8410,1149919346.0
8405,8410,1149919457.0
6842,8506,1149919812.0
9836,1904,1149920501.0
1374,25132,1149922170.0
17605,24043,1149922537.0
4251,4250,1149922845.0
5892,1225,1149923260.0
13047,8117,1149923649.0
16844,2930,1149923925.0
9476,14792,1149926756.0
9476,14792,1149926777.0
12686,12695,1149931682.0
9476,14792,1149932976.0
2977,1440,1149934189.0
2977,1440,1149934211.0
1647,683,1149934325.0
8087,415,1149938738.0
12450,11371,1149938916.0
20320,2674,1149940001.0
683,1647,1149940299.0
20320,14721,1149940866.0
12855,12647,1149941844.0
7513,8180,1149942109.0
2971,2965,1149943507.0
16329,11126,1149947881.0
8947,8832,1149948368.0
8405,8410,1149949148.0
8921,16129,1149949628.0
1928,8410,1149949723.0
8405,18473,1149952052.0
8405,18473,1149953309.0
7044,12440,1149953530.0
2569,14605,1149956649.0
11694,7897,1149963691.0
1206,17584,1149966209.0
22271,2290,1149969870.0
11972,3532,1149973210.0
2569,3423,1149978285.0
2569,5661,1149978581.0
13050,13051,1149978871.0
3465,2930,1149981877.0
5322,278,1149982108.0
18793,6053,1149982840.0
12653,5386,1149982997.0
11126,16329,1149984413.0
5095,429,1149989279.0
11972,449,1149990697.0
4597,8875,1149991121.0
18640,9694,1149991626.0
7522,30358,1149992619.0
5985,2128,1149992948.0
5985,2128,1149992974.0
17411,7280,1149993983.0
8943,1448,1149994945.0
4662,5086,1149996014.0
94,2436,1149998228.0
2569,13033,1150000260.0
16810,3761,1150000431.0
1928,1924,1150000919.0
4398,1214,1150001106.0
8114,1214,1150001215.0
123,1214,1150001407.0
2038,1214,1150001648.0
8405,1214,1150002445.0
1928,1214,1150002510.0
8458,17949,1150003678.0
8930,8932,1150007886.0
29210,5715,1150011790.0
5281,12856,1150013081.0
8074,5121,1150013392.0
8074,5121,1150015001.0
9926,1225,1150015273.0
2259,2260,1150015383.0
15328,4855,1150016157.0
7211,25018,1150016629.0
8074,5121,1150017491.0
1765,897,1150019117.0
14996,14997,1150019147.0
5118,2327,1150019863.0
11972,4533,1150025039.0
18674,7522,1150026699.0
5565,4031,1150028625.0
4734,20012,1150029333.0
18793,579,1150029491.0
10869,9798,1150031357.0
5892,1225,1150031729.0
13303,13305,1150031848.0
5911,1560,1150032353.0
22371,18215,1150036009.0
8836,8835,1150038099.0
9848,8127,1150039485.0
17505,1217,1150039656.0
37885,33649,1150042588.0
5560,591,1150044319.0
8129,6264,1150044322.0
4576,287,1150049562.0
25973,4555,1150063673.0
13047,8117,1150067701.0
7053,24422,1150069785.0
4734,20012,1150070265.0
6640,6639,1150071965.0
788,101,1150072356.0
788,5423,1150073564.0
7983,9948,1150073571.0
12983,22371,1150073963.0
10869,23314,1150074766.0
7522,18674,1150076942.0
788,105,1150077162.0
7894,14117,1150077276.0
12061,1441,1150077706.0
16329,10221,1150079938.0
13359,14310,1150082251.0
788,5417,1150082594.0
788,4855,1150082599.0
14721,20320,1150083831.0
9401,7511,1150083984.0
8632,14119,1150084103.0
7207,18496,1150084213.0
21282,18671,1150088028.0
9188,19449,1150090339.0
7207,18496,1150090646.0
1080,5549,1150092004.0
12983,313,1150092634.0
21282,18671,1150095584.0
9401,7511,1150096831.0
14478,14480,1150101194.0
788,8413,1150103981.0
8901,8897,1150104040.0
8546,2690,1150104248.0
8546,2690,1150104279.0
6310,4960,1150105332.0
4615,5740,1150105562.0
10869,530,1150105714.0
12983,1928,1150106416.0
3889,4960,1150106443.0
17505,31984,1150106639.0
6231,29106,1150106834.0
17505,9836,1150107680.0
25199,10728,1150109079.0
20320,2674,1150109484.0
6310,5266,1150111020.0
3565,3563,1150111762.0
260,888,1150112066.0
5118,5453,1150112971.0
27211,39721,1150114047.0
8129,541,1150114400.0
717,7781,1150115618.0
17207,7118,1150116485.0
25196,32418,1150116860.0
1441,12061,1150117569.0
8292,19718,1150120829.0
788,5417,1150121025.0
10386,3457,1150121206.0
25775,32584,1150122592.0
32584,25775,1150123410.0
17818,13286,1150123649.0
17434,3493,1150128306.0
23602,9369,1150132571.0
16161,5423,1150143376.0
788,5423,1150143445.0
10386,553,1150147182.0
25416,22262,1150150487.0
3077,1764,1150152372.0
11535,8608,1150153373.0
8129,23896,1150154462.0
6639,6640,1150154771.0
7983,6113,1150157757.0
25726,20812,1150159652.0
6691,8749,1150159806.0
21902,15047,1150160869.0
18674,7522,1150162452.0
16329,416,1150162760.0
788,5417,1150164432.0
20845,14884,1150165463.0
3371,20953,1150165588.0
11371,14196,1150165791.0
18382,20101,1150166202.0
1898,7511,1150166534.0
7821,868,1150169235.0
15049,29399,1150169437.0
1253,27903,1150169604.0
12576,25132,1150171265.0
8291,16714,1150173740.0
28111,22372,1150174244.0
2038,3986,1150174767.0
4619,4821,1150174770.0
17843,21984,1150177607.0
5752,15,1150178300.0
8074,20774,1150181092.0
7201,14547,1150181791.0
19921,11558,1150182628.0
25200,14068,1150182811.0
7894,14117,1150183597.0
13898,14052,1150183784.0
8291,16714,1150185095.0
8635,5060,1150186721.0
8609,8610,1150190914.0
19777,15419,1150190993.0
8073,8292,1150191079.0
9936,6113,1150191348.0
918,21383,1150191406.0
14120,316,1150191575.0
8504,5558,1150192472.0
146,482,1150192876.0
12977,7066,1150193043.0
1080,1407,1150193496.0
26432,10741,1150193658.0
20101,18382,1150193970.0
292,4617,1150194870.0
21638,16273,1150195265.0
5097,8074,1150195520.0
2518,4522,1150196445.0
8074,5097,1150198387.0
5097,8074,1150198440.0
23315,3989,1150198443.0
8397,1906,1150201087.0
27211,28159,1150201555.0
27211,28159,1150201605.0
8074,5097,1150203261.0
21902,1626,1150203937.0
2915,449,1150204176.0
23315,3989,1150206059.0
23315,3989,1150206344.0
7207,18496,1150209085.0
17764,5121,1150211362.0
717,5890,1150212155.0
5428,7902,1150213253.0
5911,4260,1150213796.0
5097,8074,1150216316.0
8074,5097,1150216549.0
5097,8074,1150216593.0
8594,8593,1150221268.0
1040,1035,1150234982.0
29399,4030,1150236663.0
3047,14373,1150238950.0
1020,5755,1150239802.0
17931,15553,1150240429.0
5335,2128,1150242011.0
8593,8594,1150242985.0
4679,4964,1150244459.0
3011,2260,1150244636.0
591,4433,1150246948.0
17764,36561,1150249482.0
8594,15967,1150251370.0
20964,20963,1150251374.0
7302,3904,1150251456.0
3726,15567,1150252080.0
2319,9694,1150253514.0
25313,3914,1150253662.0
20302,14312,1150253766.0
21215,11737,1150253811.0
3761,4837,1150254571.0
25313,3914,1150255364.0
17764,5118,1150255776.0
16329,12629,1150256178.0
27211,28159,1150256179.0
5911,12431,1150257410.0
3092,3091,1150258002.0
1595,1194,1150259378.0
25358,2436,1150260647.0
25313,3914,1150261567.0
6467,8970,1150263119.0
3469,5380,1150265209.0
16810,5204,1150266178.0
9990,9988,1150266623.0
15049,29399,1150266883.0
1439,29399,1150266996.0
6310,5266,1150267682.0
3011,14547,1150268024.0
25200,14068,1150271083.0
5911,6667,1150271569.0
8857,8858,1150271942.0
24043,17605,1150271953.0
17605,4167,1150272078.0
2741,7897,1150272248.0
1070,1071,1150274613.0
18793,579,1150274899.0
24431,26136,1150276519.0
24431,26136,1150276588.0
9089,8629,1150277203.0
788,5417,1150278330.0
2304,5407,1150278936.0
785,3595,1150279048.0
17764,3989,1150280474.0
788,5423,1150280689.0
5249,4498,1150280834.0
8294,9764,1150283085.0
25362,15420,1150283708.0
29399,4030,1150285721.0
5911,1560,1150285835.0
717,12631,1150286743.0
9841,14882,1150286821.0
17605,24043,1150286904.0
17931,15553,1150288060.0
4167,17605,1150288174.0
1906,8397,1150289177.0
4679,4742,1150290026.0
5381,14136,1150290134.0
1949,20587,1150290335.0
12754,5322,1150290342.0
14136,5381,1150290571.0
22738,14884,1150290642.0
16161,5423,1150291265.0
20845,14884,1150292182.0
26136,24431,1150293211.0
26136,24431,1150293279.0
26136,24431,1150293298.0
26136,24431,1150293332.0
29399,15049,1150294221.0
20845,14884,1150295607.0
20845,14884,1150296526.0
4180,3477,1150297351.0
20845,14884,1150297509.0
20845,14884,1150297844.0
2767,2772,1150297942.0
20845,14884,1150298003.0
788,5423,1150298170.0
20845,14884,1150298312.0
20845,14884,1150298372.0
11520,112,1150299668.0
8556,8592,1150300022.0
8556,8592,1150300068.0
8556,8592,1150300086.0
7441,12639,1150301686.0
9389,9988,1150321872.0
1770,1761,1150322770.0
7315,1663,1150324001.0
3761,5318,1150324029.0
4742,4679,1150325136.0
8074,11538,1150325527.0
7441,8294,1150325893.0
10891,5419,1150325942.0
5910,2306,1150329257.0
9799,14068,1150330587.0
8294,9764,1150330865.0
3077,1764,1150330892.0
9908,6735,1150331451.0
8129,541,1150331531.0
1906,8629,1150334575.0
27891,28606,1150335381.0
2319,9694,1150335762.0
17069,17076,1150336291.0
18674,7522,1150336486.0
12146,8931,1150336622.0
8109,5653,1150337250.0
1084,1595,1150337571.0
8875,8197,1150338016.0
18382,20101,1150339997.0
2306,449,1150340144.0
1212,20780,1150340548.0
17118,20780,1150340602.0
24431,26136,1150341646.0
1448,8943,1150344092.0
3761,3532,1150344677.0
1448,5759,1150345042.0
7441,6723,1150345168.0
8556,8613,1150345356.0
633,2517,1150346481.0
5832,7048,1150346727.0
2321,7048,1150347238.0
7441,13359,1150348143.0
8294,9764,1150348549.0
16142,15881,1150348774.0
991,247,1150350686.0
7983,6113,1150351161.0
9836,7508,1150351992.0
9936,6113,1150352284.0
9745,9763,1150352985.0
18300,9763,1150353012.0
20845,14884,1150356418.0
17392,5056,1150357298.0
6262,5056,1150357373.0
8556,5116,1150357914.0
13740,15052,1150360307.0
1595,1084,1150360852.0
8145,4822,1150360894.0
9836,7508,1150362607.0
1375,1374,1150363591.0
7901,14879,1150364015.0
5056,6262,1150364239.0
902,13108,1150365057.0
9798,2298,1150365093.0
3972,2298,1150365320.0
13999,13284,1150366721.0
4617,4616,1150367061.0
8074,20774,1150368265.0
3013,722,1150369892.0
26212,5091,1150370028.0
26136,4037,1150370325.0
8623,5091,1150371600.0
14081,16173,1150372241.0
17605,24043,1150372869.0
17605,24043,1150372998.0
24460,16516,1150373674.0
24043,17605,1150373743.0
24459,16514,1150374412.0
688,7154,1150374522.0
5787,6986,1150374939.0
7513,5423,1150375722.0
17069,17076,1150375880.0
7513,5417,1150376025.0
8901,8897,1150377050.0
8397,8629,1150377638.0
1194,21131,1150378245.0
22815,22168,1150378387.0
9936,6113,1150378688.0
18104,6673,1150378948.0
4167,24043,1150379023.0
17605,24043,1150379640.0
24194,9836,1150380459.0
25521,8606,1150381056.0
1566,2922,1150381231.0
24194,26340,1150382217.0
26136,24431,1150383522.0
26136,24431,1150383643.0
29055,16089,1150385348.0
24194,17505,1150385932.0
2830,6516,1150386518.0
22815,22168,1150388675.0
15220,1190,1150391613.0
24194,31943,1150411340.0
12061,8584,1150412095.0
123,110,1150416229.0
4649,4565,1150421016.0
7522,7048,1150421290.0
9836,1904,1150421899.0
6673,18104,1150422157.0
3889,5417,1150422290.0
15232,5398,1150422415.0
4649,1127,1150422636.0
5381,389,1150424463.0
17411,17426,1150425436.0
9908,6735,1150425663.0
31943,24194,1150425668.0
591,4433,1150425978.0
3404,897,1150427059.0
991,247,1150427520.0
4649,4968,1150427734.0
4527,2124,1150428105.0
4649,4960,1150429309.0
14120,10161,1150430036.0
3373,521,1150430857.0
4527,2124,1150430858.0
784,3093,1150431794.0
2038,3986,1150431810.0
1084,1194,1150433009.0
5039,14881,1150433026.0
4662,5086,1150433563.0
6840,8512,1150433694.0
4649,4679,1150434477.0
979,878,1150434799.0
14879,14881,1150435319.0
15380,14881,1150435675.0
894,912,1150436405.0
5333,5590,1150436735.0
9836,1904,1150437359.0
7264,25018,1150438047.0
2020,2032,1150438235.0
11488,3908,1150438280.0
500,2697,1150438324.0
5788,1759,1150438399.0
24194,8183,1150438815.0
1374,1375,1150439572.0
5241,492,1150440081.0
13108,902,1150440144.0
24194,31943,1150440893.0
16329,22901,1150442163.0
212,211,1150443269.0
4649,4652,1150444213.0
4615,5548,1150444234.0
6851,21173,1150444506.0
9825,9839,1150445405.0
9942,12397,1150446766.0
8373,688,1150447041.0
18903,13684,1150447045.0
24431,26136,1150447151.0
24431,26136,1150447648.0
3530,7439,1150448089.0
19330,2859,1150448413.0
2767,6509,1150448734.0
2020,2032,1150450752.0
20193,852,1150450963.0
5402,2294,1150451448.0
5249,4498,1150453298.0
10021,14834,1150453723.0
3904,7302,1150454371.0
24043,17605,1150455099.0
25521,3904,1150456674.0
784,7003,1150458645.0
20963,20964,1150459067.0
9823,10044,1150459083.0
4259,3403,1150460390.0
25775,26573,1150461011.0
7060,4785,1150461233.0
24194,9696,1150461305.0
8943,2697,1150462149.0
12653,12631,1150463560.0
41896,5532,1150463889.0
19011,17831,1150464454.0
26573,25775,1150466287.0
6538,4835,1150467220.0
6851,8939,1150468374.0
5381,5867,1150468401.0
17605,24043,1150468536.0
9696,24194,1150469150.0
14964,5121,1150471898.0
5661,3423,1150476931.0
2255,498,1150477135.0
12113,14555,1150477549.0
3904,25521,1150493997.0
1128,2138,1150495375.0
6778,6847,1150496786.0
8271,3380,1150498425.0
1899,35248,1150498903.0
19330,645,1150499749.0
26136,4037,1150502052.0
22868,22869,1150502759.0
9510,12788,1150504600.0
6851,2011,1150504719.0
1964,1971,1150506389.0
1021,1595,1150506396.0
11664,22695,1150506610.0
17831,915,1150508420.0
3904,2436,1150509151.0
9231,20587,1150509179.0
18384,21671,1150509647.0
591,4433,1150510404.0
8613,5116,1150514706.0
35248,1899,1150515867.0
19493,15565,1150515957.0
3373,521,1150517514.0
19502,28447,1150518695.0
21284,853,1150520233.0
18836,1759,1150520839.0
1375,1374,1150521533.0
13132,17348,1150521560.0
19493,16943,1150522146.0
12441,17588,1150525948.0
13633,8503,1150528734.0
9188,19449,1150529158.0
16089,29055,1150529200.0
12517,11073,1150534114.0
4633,8175,1150534147.0
5116,8556,1150536541.0
2321,2318,1150539076.0
6211,8072,1150540971.0
6778,6847,1150542708.0
26136,4037,1150543798.0
19502,28447,1150544598.0
12925,12924,1150545232.0
6538,4835,1150546706.0
853,21284,1150546747.0
21284,853,1150547425.0
8271,7522,1150547665.0
12924,12925,1150548345.0
15049,29399,1150548630.0
8624,8616,1150548824.0
8624,8616,1150548851.0
16669,11107,1150549047.0
3162,3151,1150552658.0
6851,5069,1150553976.0
21275,2032,1150554882.0
8594,11787,1150556695.0
2321,105,1150557095.0
20339,23387,1150557553.0
6095,1294,1150559647.0
11488,15239,1150564887.0
5295,6691,1150568094.0
31288,31287,1150572212.0
2321,10679,1150586168.0
2321,11606,1150586963.0
16221,5618,1150587972.0
2321,3379,1150588428.0
31259,22371,1150588474.0
11488,3868,1150589737.0
15325,15575,1150590655.0
4333,2304,1150591553.0
8397,5116,1150591907.0
8556,5116,1150592004.0
2321,9288,1150592124.0
11488,7907,1150593745.0
12749,14194,1150594152.0
74,2690,1150594551.0
20339,24357,1150595079.0
11488,8272,1150595897.0
7299,5558,1150596196.0
2260,3009,1150596284.0
12098,12751,1150596583.0
9936,7983,1150596974.0
9940,7983,1150597089.0
286,8197,1150597658.0
16329,12629,1150598126.0
11488,14877,1150598869.0
7139,4971,1150600393.0
9357,2128,1150600504.0
3715,8397,1150601092.0
3162,3151,1150601145.0
16534,11785,1150603860.0
17166,24669,1150604291.0
211,212,1150604990.0
5438,12981,1150605974.0
13625,15745,1150606132.0
3404,897,1150607165.0
7323,12447,1150608404.0
3009,2260,1150610073.0
2321,513,1150611454.0
2321,449,1150611547.0
12,11,1150612023.0
8591,8592,1150613171.0
2321,8454,1150613753.0
3715,9214,1150613947.0
15049,29399,1150616899.0
2321,5417,1150616915.0
5038,8731,1150617935.0
11520,112,1150618439.0
8624,3991,1150620282.0
15567,3726,1150620526.0
2321,1214,1150621502.0
1906,8629,1150622165.0
2321,3870,1150622306.0
11488,14876,1150622345.0
12973,13004,1150624630.0
2321,12201,1150625444.0
20339,13058,1150625911.0
2321,12201,1150626428.0
74,2697,1150627212.0
4235,4249,1150627301.0
8198,15948,1150630393.0
7449,15948,1150630647.0
11488,3870,1150631703.0
2321,3870,1150632763.0
14368,8922,1150634640.0
8922,22902,1150636022.0
11488,11489,1150638627.0
7202,15792,1150639987.0
23377,24533,1150640912.0
24111,13906,1150641241.0
7264,25018,1150641435.0
19373,2898,1150642940.0
5455,18874,1150645024.0
14656,16513,1150645471.0
24533,8853,1150645835.0
8397,5043,1150646636.0
18874,5455,1150648050.0
10030,12496,1150649790.0
17911,7906,1150653627.0
14370,12826,1150665307.0
2326,7519,1150669759.0
5333,5590,1150669927.0
591,5560,1150670476.0
12009,12007,1150676321.0
2304,4333,1150676693.0
13359,7441,1150678171.0
1898,7508,1150680611.0
2108,1985,1150682452.0
5704,5244,1150685138.0
7264,25018,1150686156.0
18903,5891,1150686245.0
7203,8024,1150686924.0
13495,5173,1150687608.0
776,498,1150689898.0
7983,9936,1150692949.0
7264,25018,1150693473.0
6803,6448,1150694225.0
4663,4027,1150694992.0
8624,8616,1150695259.0
4333,2304,1150696667.0
17430,19791,1150701024.0
41896,5532,1150701540.0
3047,507,1150702041.0
13856,12437,1150709525.0
785,10131,1150710298.0
6842,8506,1150711776.0
533,1970,1150711788.0
2518,4522,1150711943.0
4447,17835,1150712018.0
1916,11787,1150714618.0
17076,17069,1150716465.0
25521,3904,1150716766.0
7302,3904,1150716858.0
1568,13909,1150717407.0
3904,2436,1150718336.0
15811,1358,1150719184.0
31287,31288,1150719590.0
24533,7630,1150719852.0
12788,5038,1150720196.0
25077,6351,1150720399.0
5254,17434,1150720438.0
5038,15052,1150720561.0
17440,16041,1150720796.0
7217,20193,1150721581.0
5985,2128,1150721756.0
6258,679,1150721783.0
20320,14721,1150724419.0
20320,14721,1150724610.0
31288,31287,1150725432.0
13132,5867,1150726329.0
10095,10099,1150727238.0
1891,1555,1150727858.0
17505,24194,1150728060.0
17505,24194,1150728119.0
9836,24194,1150728184.0
4484,4485,1150729248.0
9908,10650,1150729649.0
3009,2973,1150730753.0
13856,28668,1150731082.0
16161,5423,1150731975.0
6383,7511,1150732142.0
1195,536,1150732454.0
4485,4484,1150732561.0
2935,8934,1150735219.0
9826,5093,1150752761.0
10736,8919,1150755078.0
1985,2108,1150756603.0
991,3806,1150757112.0
6840,1361,1150757276.0
1441,5419,1150757367.0
12009,12007,1150758120.0
15948,7449,1150759219.0
17434,5254,1150759557.0
17893,13034,1150759614.0
5038,12788,1150759971.0
870,2498,1150760920.0
2167,1970,1150761246.0
1891,17346,1150761972.0
17587,17657,1150762196.0
17587,17657,1150762231.0
14853,8749,1150762528.0
3077,5917,1150763949.0
22868,22869,1150764412.0
3077,14310,1150764929.0
5866,2930,1150765749.0
30560,5403,1150766273.0
8118,20888,1150766275.0
3077,1764,1150766486.0
15948,8198,1150766582.0
22868,22869,1150768935.0
8024,7203,1150768939.0
13898,8853,1150769273.0
18836,1759,1150769283.0
146,150,1150770131.0
7322,8341,1150770631.0
13898,14052,1150770633.0
3874,7511,1150770672.0
2498,870,1150772808.0
2498,870,1150772835.0
7202,8504,1150773840.0
1765,3404,1150774965.0
8073,7979,1150775195.0
3357,1206,1150775657.0
2967,1158,1150775893.0
4522,2518,1150775925.0
12836,12928,1150775942.0
21821,5891,1150776545.0
3404,1765,1150778552.0
86,96,1150779456.0
11055,25321,1150779648.0
8405,25321,1150779744.0
4546,1640,1150780722.0
3826,7322,1150782308.0
8341,7322,1150782737.0
5241,492,1150783244.0
1928,8123,1150783622.0
5419,8123,1150783634.0
12968,8123,1150783685.0
19469,8123,1150784340.0
15567,8123,1150784494.0
2167,1970,1150784515.0
8114,8123,1150784627.0
10813,8123,1150784906.0
8405,8123,1150785145.0
17440,16041,1150785172.0
2498,2501,1150785399.0
20193,7217,1150786695.0
7322,3826,1150787456.0
17764,5121,1150787457.0
12928,12836,1150790538.0
4546,2124,1150791007.0
13134,12444,1150791288.0
8198,15948,1150791776.0
11523,16791,1150792756.0
4576,287,1150792969.0
14197,10389,1150793344.0
13761,18676,1150795364.0
11523,16791,1150795668.0
7449,15948,1150796883.0
5419,1441,1150797175.0
4663,4027,1150797656.0
13468,25196,1150798221.0
1361,6840,1150799135.0
3077,13976,1150800814.0
3430,3424,1150801921.0
3430,3424,1150801956.0
6773,7450,1150803839.0
6258,679,1150804164.0
12836,12928,1150804587.0
11523,16791,1150806357.0
4975,3748,1150806428.0
3077,1173,1150806892.0
11523,16791,1150807156.0
7196,6970,1150808381.0
4546,4547,1150808436.0
30766,20925,1150809834.0
